listing.address.neighborhood;listing.mountainview;listing.sauna;listing.pricingInfo.monthlyCondoFee;listing.address.level;listing.bathrooms;listing.displayAddressType;listing.preview;listing.totalAreas;listing.sportcourt;listing.unitTypes;listing.pricingInfo.rentalPrice;listing.hottub;listing.bedrooms;listing.pricingInfo.period;listing.fireplace;listing.guestpark;listing.soundproofing;listing.gym;listing.floors;listing.playground;listing.partyhall;listing.unitsOnTheFloor;listing.backyard;listing.usageTypes;listing.garden;listing.barbgrill;listing.acceptExchange;listing.usableAreas;listing.furnished;listing.pricingInfo.yearlyIptu;listing.unitFloor;listing.businessTypeContext;listing.tenniscourt;listing.parkingSpaces;listing.address.zone;type;listing.address.city;imvl_type;listing.suites;listing.bathtub;listing.pool
Taquara;False;False;235.0;STREET;3;STREET;False;100.0;False;HOME;3.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;100;False;52.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Anchieta;False;False;235.0;STREET;1;ALL;False;100.0;False;HOME;1.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Bangu;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;1.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;90.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Padre Miguel;False;False;235.0;STREET;1;NEIGHBORHOOD;False;120.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;2;ALL;False;260.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;1;RENTAL;False;4.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;True
Freguesia;False;False;235.0;NEIGHBORHOOD;3;STREET;False;200.0;False;HOME;2.535;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;False;44.0;0;RENTAL;False;1.0;Bairros;normal;Rio de Janeiro;casas;0;False;False
Recreio Dos Bandeirantes;False;False;405.0;STREET;2;ALL;False;75.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;True;0;False;RESIDENTIAL;False;False;False;75;False;180.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;130.0;STREET;2;ALL;False;100.0;False;HOME;1.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Praça Seca;False;False;235.0;STREET;2;ALL;False;80.0;False;HOME;1.35;False;3;mês;False;False;False;False;2.0;False;False;1;False;RESIDENTIAL;False;False;False;80;False;0.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;1;True;False
Taquara;False;False;235.0;STREET;2;ALL;False;130.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;130;False;65.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;STREET;False;180.0;False;HOME;2.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;124.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Senador Vasconcelos;False;False;100.0;STREET;4;ALL;False;120.0;False;HOME;1.55;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;50.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Vargem Grande;False;False;150.0;STREET;4;ALL;False;180.0;False;HOME;4.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;160;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;3;False;False
Campo Grande;False;False;235.0;STREET;2;ALL;False;75.0;False;HOME;1.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;75;False;50.0;0;RENTAL;False;4.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;270.0;STREET;2;ALL;False;75.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;75;False;0.0;1;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Tijuca;False;False;235.0;STREET;2;ALL;False;190.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;190;False;2.5;1;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Bangu;False;False;235.0;STREET;2;ALL;False;102.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;102;False;180.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Engenho De Dentro;False;False;235.0;STREET;2;ALL;False;179.0;False;HOME;1.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;179;False;120.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Bangu;False;False;235.0;STREET;1;NEIGHBORHOOD;False;220.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;220;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;STREET;False;80.0;False;HOME;1.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;40.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;STREET;False;105.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;105;False;32.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Engenho Novo;False;False;235.0;STREET;3;STREET;False;170.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;True;False;False;170;False;71.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Encantado;False;False;235.0;STREET;1;ALL;False;70.0;False;HOME;1.1;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;70;False;45.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Colégio;False;False;235.0;STREET;2;ALL;False;87.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;87;False;0.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;ALL;False;120.0;False;HOME;2.0;False;3;mês;False;False;False;False;3.0;False;False;0;True;RESIDENTIAL;False;True;False;120;True;0.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Oswaldo Cruz;False;False;235.0;STREET;3;NEIGHBORHOOD;False;150.0;False;HOME;1.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Quintino Bocaiúva;False;False;235.0;STREET;2;STREET;False;75.0;False;HOME;1.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;75;False;85.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Tanque;False;False;70.0;STREET;1;ALL;False;100.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;100;False;0.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Irajá;False;False;235.0;STREET;1;ALL;False;90.0;False;HOME;1.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;90;False;0.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;1;NEIGHBORHOOD;False;100.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;ALL;False;180.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Parque Anchieta;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;3.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Irajá;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;2;NEIGHBORHOOD;False;145.0;False;HOME;2.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;145;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Marechal Hermes;False;False;235.0;STREET;2;ALL;False;50.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;50;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;ALL;False;150.0;False;HOME;1.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Vila Militar;False;False;235.0;STREET;2;NEIGHBORHOOD;False;50.0;False;HOME;1.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;50;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Tijuca;True;False;235.0;STREET;3;ALL;False;300.0;False;HOME;5.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;300;False;83.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;2;False;False
Grajaú;False;False;235.0;STREET;2;ALL;False;85.0;False;HOME;1.7;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;85;False;101.0;2;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Piedade;False;False;235.0;STREET;2;STREET;False;220.0;False;HOME;2.35;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;220;False;175.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Leblon;False;True;2.632;STREET;4;ALL;False;178.0;False;HOME;22.0;False;3;mês;False;False;False;True;1;True;False;0;False;RESIDENTIAL;False;False;False;178;True;1.375;0;RENTAL;False;3.0;Zona Sul;superPremium;Rio de Janeiro;casas;3;False;True
Campo Grande;False;False;235.0;STREET;2;STREET;False;160.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;160;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;1;ALL;False;10.0;False;HOME;1.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;10;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;235.0;STREET;1;ALL;False;100.0;False;HOME;2.0;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;100;False;107.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;235.0;STREET;2;STREET;False;200.0;False;HOME;2.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;False;94.0;0;RENTAL;False;4.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Recreio Dos Bandeirantes;False;False;500.0;STREET;2;ALL;False;90.0;False;HOME;2.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;90;False;0.0;2;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Tanque;False;False;235.0;STREET;3;ALL;False;108.0;False;HOME;2.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;108;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Taquara;False;False;100.0;STREET;4;ALL;False;150.0;False;HOME;3.0;False;3;mês;False;False;False;False;3.0;False;False;1;False;RESIDENTIAL;True;False;False;150;False;0.0;3;RENTAL;False;1.0;Zona Oeste;rankingSuperPremium;Rio de Janeiro;casas;3;False;False
Irajá;False;False;235.0;STREET;2;STREET;False;300.0;False;HOME;2.65;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;300;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Freguesia;False;False;235.0;STREET;4;STREET;False;254.0;False;HOME;2.66;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;254;False;250.0;0;RENTAL;False;2.0;Bairros;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;1;ALL;False;140.0;False;HOME;1.3;False;3;mês;False;False;False;False;2.0;False;False;0;True;RESIDENTIAL;False;False;False;140;True;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Marechal Hermes;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;1.99;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;100.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Cascadura;False;False;235.0;STREET;3;NEIGHBORHOOD;False;180.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;0.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;2;False;False
Cachambi;False;False;235.0;STREET;3;STREET;False;130.0;False;HOME;3.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;130;False;0.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;2;False;False
Campo Grande;False;False;235.0;STREET;1;NEIGHBORHOOD;False;80.0;False;HOME;1.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;1.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
São Cristóvão;False;False;70.0;STREET;3;ALL;False;60.0;False;HOME;2.5;False;3;mês;False;False;False;False;1.0;False;False;1;False;RESIDENTIAL;False;False;False;60;False;0.0;1;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Irajá;False;False;235.0;STREET;2;ALL;False;87.0;False;HOME;2.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;87;False;0.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;3;ALL;False;130.0;False;HOME;1.55;False;3;mês;False;False;False;False;3.0;False;False;1;False;RESIDENTIAL;False;False;False;95;False;0.0;1;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Freguesia- Jacarepaguá;False;False;150.0;STREET;1;ALL;False;60.0;False;HOME;1.1;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;60;False;0.0;3;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Santa Teresa;False;False;235.0;STREET;2;STREET;False;100.0;False;HOME;2.25;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;59.0;0;RENTAL;False;1.0;Zona Central;normal;Rio de Janeiro;casas;1;False;False
Pechincha;False;False;235.0;STREET;3;NEIGHBORHOOD;False;120.0;False;HOME;2.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Tanque;False;False;235.0;STREET;3;STREET;False;120.0;False;HOME;2.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Freguesia;False;False;250.0;NEIGHBORHOOD;3;STREET;False;120.0;True;HOME;3.58;False;3;mês;False;False;False;False;1;False;True;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;1.0;Bairros;premium;Rio de Janeiro;casas;1;False;False
Rocha;False;False;235.0;STREET;2;ALL;False;150.0;False;HOME;2.7;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;NEIGHBORHOOD;False;180.0;False;HOME;2.25;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Tanque;False;False;235.0;STREET;3;ALL;False;120.0;False;HOME;2.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;1.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Piedade;False;False;235.0;STREET;1;STREET;False;68.0;False;HOME;1.35;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;68;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Marechal Hermes;False;False;235.0;STREET;2;STREET;False;80.0;False;HOME;1.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;0.0;2;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Taquara;False;False;200.0;STREET;3;ALL;False;173.0;False;HOME;3.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;173;False;180.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Méier;False;False;235.0;STREET;3;STREET;False;250.0;False;HOME;2.82;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;250;False;167.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Andaraí;False;False;235.0;STREET;2;STREET;False;200.0;False;HOME;4.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;False;100.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;STREET;False;130.0;False;HOME;2.433;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;130;False;76.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Copacabana;False;False;1.19;STREET;3;STREET;False;120.0;False;HOME;3.65;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;True;268.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;casas;1;False;False
Penha;False;False;235.0;STREET;2;STREET;False;100.0;False;HOME;1.54;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;18.0;0;RENTAL;False;4.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;STREET;False;240.0;False;HOME;1.35;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;240;False;59.0;0;RENTAL;False;6.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;True
Piedade;False;False;235.0;STREET;2;STREET;False;190.0;False;HOME;1.41;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;190;False;20.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Bancários;False;False;235.0;STREET;1;STREET;False;130.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;130;False;182.0;0;RENTAL;False;3.0;Ilha do Governador;premium;Rio de Janeiro;casas;1;False;False
Coelho Neto;False;False;235.0;STREET;3;ALL;False;90.0;False;HOME;2.2;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;False;False;90;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;2;False;False
Pilares;False;False;100.0;STREET;3;STREET;False;192.0;False;HOME;2.31;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;192;False;81.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Madureira;False;False;235.0;STREET;3;ALL;False;120.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;2;False;False
Tanque;False;False;50.0;STREET;3;ALL;False;120.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;50.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Curicica;False;False;50.0;STREET;2;STREET;False;100.0;False;HOME;2.55;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;235.0;STREET;2;STREET;False;130.0;False;HOME;2.82;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;130;True;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Irajá;False;False;60.0;STREET;2;ALL;False;90.0;False;HOME;2.51;False;3;mês;False;False;False;False;1.0;False;False;1;False;RESIDENTIAL;False;False;False;90;False;10.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Curicica;False;False;235.0;NEIGHBORHOOD;3;STREET;False;94.0;False;HOME;3.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;94;False;61.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;STREET;False;120.0;False;HOME;1.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Bento Ribeiro;False;False;235.0;STREET;2;STREET;False;103.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;103;False;0.0;0;RENTAL;False;3.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Engenho De Dentro;False;False;50.0;STREET;2;STREET;False;140.0;False;HOME;1.85;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;140;False;46.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Guaratiba;False;False;235.0;STREET;1;ALL;False;150.0;False;HOME;1.35;False;3;mês;False;False;False;False;0.0;False;False;0;True;RESIDENTIAL;False;False;False;150;False;0.0;0;RENTAL;False;4.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Piedade;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;False;84.0;0;RENTAL;False;5.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Engenho Novo;False;False;235.0;STREET;3;NEIGHBORHOOD;False;197.0;False;HOME;2.5;False;3;mês;False;False;False;False;2.0;False;False;0;False;RESIDENTIAL;False;False;False;197;False;175.0;0;RENTAL;False;3.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Engenho De Dentro;False;True;235.0;STREET;4;STREET;False;192.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;True;False;192;False;0.0;3;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Colégio;False;False;235.0;STREET;1;ALL;False;80.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;0.0;2;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;3;STREET;False;165.0;False;HOME;2.04;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;165;False;76.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Pechincha;False;False;400.0;STREET;3;ALL;False;110.0;False;HOME;2.19;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;110;False;110.0;2;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Guaratiba;False;False;235.0;STREET;3;STREET;False;104.0;False;HOME;2.2;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;False;False;104;False;0.0;0;SALE;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Engenho Novo;False;False;50.0;STREET;2;STREET;False;64.0;False;HOME;1.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;64;False;11.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Madureira;False;False;235.0;STREET;3;STREET;False;103.0;False;HOME;2.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;103;False;44.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;2;False;False
Tanque;False;False;235.0;STREET;2;ALL;False;93.0;False;HOME;2.6;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;93;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;3;NEIGHBORHOOD;False;233.0;False;HOME;2.7;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;233;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Quintino Bocaiúva;False;False;235.0;STREET;1;ALL;False;80.0;False;HOME;1.9;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;80;False;154.0;1;RENTAL;False;3.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
