listing.address.neighborhood;listing.mountainview;listing.sauna;listing.pricingInfo.monthlyCondoFee;listing.address.level;listing.bathrooms;listing.displayAddressType;listing.preview;listing.totalAreas;listing.sportcourt;listing.unitTypes;listing.pricingInfo.rentalPrice;listing.hottub;listing.bedrooms;listing.pricingInfo.period;listing.fireplace;listing.guestpark;listing.soundproofing;listing.gym;listing.floors;listing.playground;listing.partyhall;listing.unitsOnTheFloor;listing.backyard;listing.usageTypes;listing.garden;listing.barbgrill;listing.acceptExchange;listing.usableAreas;listing.furnished;listing.pricingInfo.yearlyIptu;listing.unitFloor;listing.businessTypeContext;listing.tenniscourt;listing.parkingSpaces;listing.address.zone;type;listing.address.city;imvl_type;listing.suites;listing.bathtub;listing.pool
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.35;False;3;mês;False;False;False;False;4.0;False;False;0;True;RESIDENTIAL;False;False;False;120;False;92.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.35;False;3;mês;False;False;False;False;4.0;False;False;0;True;RESIDENTIAL;False;False;False;120;False;92.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.35;False;3;mês;False;False;False;False;4.0;False;False;0;True;RESIDENTIAL;False;False;False;120;False;92.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;235.0;STREET;1;ALL;False;79.0;False;HOME;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.35;False;3;mês;False;False;False;False;4.0;False;False;0;True;RESIDENTIAL;False;False;False;120;False;92.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Taquara;False;False;50.0;STREET;4;ALL;False;120.0;False;HOME;4.0;False;5;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;130;True;60.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;STREET;False;150.0;False;HOME;2.35;False;3;mês;False;False;False;False;4.0;False;False;0;True;RESIDENTIAL;False;False;False;120;False;92.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Copacabana;False;False;620.0;STREET;1;ALL;False;120.0;False;APARTMENT;2.2;False;1;mês;False;False;False;False;10;False;False;5;False;RESIDENTIAL;False;False;False;48;False;111.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;cobertura;1;False;False
Jacarepaguá;False;True;1.65;STREET;3;ALL;False;169.0;True;PENTHOUSE;3.6;False;3;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;169;False;217.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;2;False;True
Freguesia- Jacarepaguá;False;True;869.0;STREET;4;STREET;False;154.0;True;PENTHOUSE;3.105;False;3;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;False;True;False;154;False;278.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;True
Jacarepaguá;False;True;1.85;STREET;4;ALL;False;211.0;True;PENTHOUSE;2.6;False;3;mês;False;False;False;True;12;True;True;0;False;RESIDENTIAL;True;True;False;211;False;5.5;8;SALE;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;cobertura;2;False;True
normal;False;True;1.178;STREET;3;ALL;False;150.0;True;PENTHOUSE;2.8;False;3;mês;False;False;False;True;10;True;True;0;False;RESIDENTIAL;False;True;False;150;False;250.0;0;RENTAL;True;2.0;normal;normal;Rio de Janeiro;cobertura;1;False;True
Tijuca;False;False;630.0;STREET;2;STREET;False;112.0;False;PENTHOUSE;2.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;104;False;1.522;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;False;900.0;NEIGHBORHOOD;3;ALL;False;118.0;False;PENTHOUSE;3.3;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;118;True;247.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Tijuca;False;False;720.0;STREET;3;ALL;False;150.0;False;PENTHOUSE;4.5;False;3;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;False;False;150;False;384.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;cobertura;3;False;False
Pechincha;False;True;575.0;CITY;3;ALL;False;115.0;False;PENTHOUSE;2.88;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;115;False;260.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;2;False;True
Recreio Dos Bandeirantes;False;False;665.0;STREET;3;ALL;False;150.0;False;PENTHOUSE;2.4;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;150;False;489.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;False
Vila Isabel;False;False;740.0;STREET;5;ALL;False;190.0;False;PENTHOUSE;3.4;False;3;mês;False;False;False;False;4.0;True;False;0;False;RESIDENTIAL;False;False;False;190;True;142.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;cobertura;3;False;False
Vargem Pequena;False;False;1.07;STREET;4;NEIGHBORHOOD;False;153.0;False;PENTHOUSE;2.5;False;4;mês;False;False;False;True;4.0;False;False;0;False;RESIDENTIAL;False;True;False;153;False;1.791;0;RENTAL;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;cobertura;2;False;True
normal;False;False;1.25;STREET;3;STREET;False;120.0;False;PENTHOUSE;4.5;False;3;mês;False;False;False;False;9;False;False;1;False;RESIDENTIAL;False;False;False;180;True;415.0;9;RENTAL;False;1.0;normal;premium;Rio de Janeiro;cobertura;0;False;False
Irajá;False;False;235.0;STREET;5;ALL;False;290.0;False;PENTHOUSE;2.5;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;290;False;53.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;cobertura;0;False;False
Curicica;False;False;180.0;STREET;3;ALL;False;120.0;False;PENTHOUSE;1.65;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;250;False;350.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;False
Jacarepaguá;False;True;1.624;NEIGHBORHOOD;2;ALL;False;143.0;False;PENTHOUSE;2.4;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;143;False;249.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Taquara;False;True;651.0;NEIGHBORHOOD;2;ALL;False;120.0;False;PENTHOUSE;2.3;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;120;True;64.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;cobertura;2;False;True
Recreio Dos Bandeirantes;False;False;829.0;STREET;3;ALL;False;198.0;False;PENTHOUSE;3.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;198;False;355.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;False;696.0;STREET;2;ALL;False;160.0;False;PENTHOUSE;1.8;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;160;False;556.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;2;False;False
Ipanema;False;False;2.5;STREET;3;STREET;False;230.0;False;PENTHOUSE;17.0;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;230;False;600.0;0;RENTAL;False;1.0;Zona Sul;superPremium;Rio de Janeiro;cobertura;1;False;False
Barra da Tijuca;False;True;1.67;STREET;3;STREET;False;169.0;False;PENTHOUSE;4.0;False;4;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;True;True;False;169;False;381.0;0;RENTAL;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;cobertura;2;False;True
Engenho De Dentro;True;False;235.0;STREET;2;STREET;False;169.0;False;PENTHOUSE;2.5;False;2;mês;False;False;False;False;3;False;False;1;False;RESIDENTIAL;False;True;False;169;False;8.0;2;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;cobertura;0;False;True
Freguesia- Jacarepaguá;False;False;1.04;STREET;3;ALL;False;150.0;True;PENTHOUSE;2.6;False;2;mês;False;False;False;True;7;True;True;8;False;RESIDENTIAL;True;True;False;150;False;316.0;7;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Jacarepaguá;False;False;475.0;STREET;4;STREET;False;120.0;False;APARTMENT;1.62;False;3;mês;False;False;False;True;6;True;True;8;False;RESIDENTIAL;False;True;True;137;False;103.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;2;False;True
Copacabana;False;False;1.22;STREET;1;ALL;False;125.0;False;PENTHOUSE;2.5;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;125;False;400.0;0;RENTAL;False;0.0;Zona Sul;superPremium;Rio de Janeiro;cobertura;0;False;False
Flamengo;True;True;1.144;STREET;3;STREET;False;270.0;False;PENTHOUSE;18.0;False;2;mês;False;False;False;False;18;True;True;3;False;RESIDENTIAL;False;False;False;270;False;1.136;18;RENTAL;False;3.0;Zona Sul;normal;Rio de Janeiro;cobertura;2;False;True
Méier;False;False;600.0;STREET;3;ALL;False;169.0;False;PENTHOUSE;1.7;False;2;mês;False;False;False;False;5;False;True;2;False;RESIDENTIAL;False;False;False;169;False;210.0;5;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;False;1.25;STREET;5;STREET;False;160.0;False;PENTHOUSE;3.7;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;160;False;450.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;False
normal;False;False;235.0;STREET;2;ALL;False;120.0;False;PENTHOUSE;1.5;False;3;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;140;False;103.0;0;SALE;False;2.0;normal;normal;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;False;827.0;STREET;5;ALL;False;165.0;False;PENTHOUSE;3.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;165;False;110.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;True;1.3;STREET;3;ALL;False;280.0;False;PENTHOUSE;2.8;False;3;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;False;False;280;False;584.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;True
normal;False;False;235.0;STREET;2;ALL;False;120.0;True;PENTHOUSE;3.0;False;3;mês;False;False;False;True;4.0;True;False;0;False;RESIDENTIAL;True;False;False;147;False;103.0;0;SALE;False;2.0;normal;premium;Rio de Janeiro;cobertura;1;False;True
Taquara;False;True;650.0;STREET;2;ALL;False;120.0;False;PENTHOUSE;1.5;False;1;mês;False;False;False;True;6;True;True;0;False;RESIDENTIAL;True;True;False;56;True;76.0;6;SALE;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Recreio Dos Bandeirantes;False;False;1.421;CITY;1;STREET;False;267.0;False;PENTHOUSE;3.2;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;267;False;613.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;2;False;True
Tijuca;False;False;900.0;STREET;1;ALL;False;76.0;True;PENTHOUSE;1.622;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;76;False;79.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;cobertura;0;False;True
Recreio Dos Bandeirantes;False;False;1.3;STREET;4;ALL;False;120.0;False;PENTHOUSE;2.9;False;3;mês;False;False;False;False;3;False;False;2;False;RESIDENTIAL;False;False;False;190;False;190.0;3;RENTAL;False;3.0;Zona Oeste;superPremium;Rio de Janeiro;cobertura;2;False;False
Recreio Dos Bandeirantes;False;True;1.338;STREET;5;ALL;False;255.0;False;PENTHOUSE;3.2;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;255;False;5.386;0;RENTAL;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;cobertura;3;False;False
Ipanema;False;False;2.5;STREET;3;STREET;False;230.0;False;PENTHOUSE;17.0;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;230;False;600.0;0;RENTAL;False;1.0;Zona Sul;superPremium;Rio de Janeiro;cobertura;1;False;False
Engenho De Dentro;False;False;235.0;CITY;2;STREET;False;170.0;False;PENTHOUSE;2.5;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;170;False;8.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;cobertura;1;False;True
Recreio Dos Bandeirantes;False;False;235.0;STREET;6;ALL;False;240.0;False;PENTHOUSE;5.0;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;240;False;103.0;0;RENTAL;False;3.0;Zona Oeste;premium;Rio de Janeiro;cobertura;3;False;False
Pechincha;True;True;700.0;STREET;3;STREET;False;110.0;False;PENTHOUSE;3.0;False;3;mês;False;False;False;True;6;True;True;10;False;RESIDENTIAL;True;True;False;110;True;1.2;6;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Anil;False;True;687.0;STREET;3;ALL;False;140.0;False;PENTHOUSE;2.925;False;2;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;True;True;False;140;False;240.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Anil;False;False;828.0;STREET;3;STREET;False;120.0;False;APARTMENT;2.0;False;3;mês;False;False;False;False;3;False;False;2;False;RESIDENTIAL;False;False;False;161;False;235.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;True;980.0;STREET;3;ALL;False;149.0;True;PENTHOUSE;2.95;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;149;False;334.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Freguesia- Jacarepaguá;False;False;1.15;STREET;2;ALL;False;136.0;False;PENTHOUSE;1.8;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;136;False;232.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;2;False;True
Barra da Tijuca;False;True;3.0;STREET;3;STREET;False;200.0;True;APARTMENT;8.0;True;1;mês;False;True;True;True;5;True;True;10;False;RESIDENTIAL;False;True;True;200;True;1.0;0;RENTAL;True;4.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;True;True
Recreio Dos Bandeirantes;False;True;1.064;CITY;1;STREET;False;137.0;False;PENTHOUSE;2.3;False;3;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;True;True;False;137;False;282.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Anil;False;True;687.0;STREET;3;ALL;False;121.0;False;PENTHOUSE;2.925;False;2;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;True;True;False;121;False;240.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Freguesia;False;False;900.0;NEIGHBORHOOD;2;ALL;False;110.0;True;PENTHOUSE;1.8;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;110;False;163.0;0;RENTAL;False;1.0;Ilha do Governador;premium;Rio de Janeiro;cobertura;2;False;True
Recreio Dos Bandeirantes;False;True;1.205;STREET;3;ALL;False;160.0;True;PENTHOUSE;2.1;False;2;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;False;True;False;120;False;174.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Freguesia- Jacarepaguá;False;False;909.0;STREET;2;STREET;False;120.0;False;APARTMENT;1.4;False;3;mês;False;False;False;False;5;False;False;6;False;RESIDENTIAL;False;False;False;141;False;211.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;False
Ramos;False;False;235.0;NEIGHBORHOOD;2;ALL;False;264.0;False;PENTHOUSE;3.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;264;False;36.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;cobertura;1;False;False
normal;False;True;1.85;STREET;4;STREET;False;180.0;False;APARTMENT;1.5;False;3;mês;False;False;False;True;3;True;True;4;False;RESIDENTIAL;False;False;False;180;False;400.0;3;RENTAL;False;3.0;normal;premium;Rio de Janeiro;cobertura;1;False;True
Tijuca;False;False;235.0;STREET;2;ALL;False;120.0;False;PENTHOUSE;1.6;False;2;mês;False;False;False;False;3;False;False;1;False;RESIDENTIAL;False;False;False;100;False;170.0;3;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;cobertura;0;False;False
Pechincha;False;True;872.0;STREET;4;ALL;False;150.0;False;PENTHOUSE;2.2;False;3;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;False;True;False;150;False;222.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;cobertura;2;False;True
Bento Ribeiro;False;False;375.0;STREET;4;ALL;False;144.0;False;PENTHOUSE;2.18;False;4;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;False;False;144;False;181.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;cobertura;1;False;False
Recreio Dos Bandeirantes;False;False;1.309;STREET;6;STREET;False;195.0;False;PENTHOUSE;2.9;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;195;False;508.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;4;False;True
Recreio Dos Bandeirantes;False;True;982.0;STREET;3;ALL;False;137.0;False;PENTHOUSE;2.45;False;3;mês;False;False;False;True;6;True;True;6;False;RESIDENTIAL;False;True;False;137;False;319.0;6;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;False
Jacarepaguá;False;True;660.0;STREET;2;ALL;False;55.0;False;PENTHOUSE;1.468;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;55;True;25.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Curicica;False;True;473.0;CITY;2;ALL;False;191.0;False;PENTHOUSE;1.8;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;120;False;131.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Recreio Dos Bandeirantes;False;False;1.3;STREET;7;ALL;False;300.0;False;PENTHOUSE;4.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;300;False;103.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;False
Grajaú;False;True;752.0;STREET;2;STREET;False;105.0;True;PENTHOUSE;1.3;False;3;mês;False;False;False;True;4.0;True;True;0;False;RESIDENTIAL;False;True;False;90;False;47.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;cobertura;1;False;True
Pechincha;False;False;739.0;STREET;4;STREET;False;165.0;False;APARTMENT;1.6;False;3;mês;False;False;False;False;4;False;False;6;False;RESIDENTIAL;False;False;True;165;False;200.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;0;False;False
Recreio Dos Bandeirantes;False;False;1.25;STREET;5;STREET;False;160.0;False;PENTHOUSE;3.5;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;160;False;450.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;False
Taquara;False;True;822.0;STREET;3;ALL;False;120.0;False;PENTHOUSE;1.4;False;3;mês;False;False;False;True;4;False;True;8;False;RESIDENTIAL;False;True;False;150;False;200.0;4;SALE;False;2.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Catete;False;False;450.0;STREET;1;ALL;False;50.0;False;PENTHOUSE;1.45;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;50;False;90.0;10;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;cobertura;0;False;False
Madureira;False;False;718.0;STREET;2;STREET;False;120.0;False;APARTMENT;1.0;False;2;mês;False;False;False;False;5;False;False;8;False;RESIDENTIAL;False;False;False;92;False;103.0;5;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;cobertura;1;False;False
Barra da Tijuca;False;False;950.0;STREET;2;STREET;False;76.0;False;APARTMENT;2.435;False;2;mês;False;True;False;True;4.0;False;False;0;False;RESIDENTIAL;False;True;False;76;False;216.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;cobertura;1;False;True
Barra da Tijuca;False;True;1.729;STREET;3;STREET;False;173.0;True;APARTMENT;2.5;False;3;mês;False;False;False;True;16;True;True;10;False;RESIDENTIAL;False;True;False;173;False;489.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;cobertura;1;False;True
Tijuca;False;False;368.0;STREET;2;ALL;False;120.0;False;PENTHOUSE;2.6;False;3;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;False;False;120;True;131.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;cobertura;0;False;False
Tijuca;False;True;983.0;STREET;5;ALL;False;200.0;False;PENTHOUSE;3.95;False;3;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;200;True;190.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;cobertura;3;False;True
Rio Comprido;False;False;450.0;STREET;2;STREET;False;86.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;6;False;False;4;False;RESIDENTIAL;False;False;False;85;False;103.0;0;RENTAL;False;0.0;Zona Central;normal;Rio de Janeiro;cobertura;0;False;False
Recreio Dos Bandeirantes;False;False;863.0;STREET;3;STREET;False;156.0;False;PENTHOUSE;2.3;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;156;False;420.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;cobertura;3;False;False
