listing.garden;listing.suites;listing.bathtub;listing.pricingInfo.yearlyIptu;listing.pricingInfo.monthlyCondoFee;listing.address.neighborhood;listing.totalAreas;listing.pricingInfo.rentalPrice;listing.hottub;listing.sportcourt;listing.soundproofing;listing.furnished;listing.unitsOnTheFloor;listing.unitFloor;listing.bedrooms;listing.parkingSpaces;listing.bathrooms;listing.tenniscourt;listing.pool;listing.partyhall;listing.guestpark;listing.barbgrill;listing.playground;listing.usableAreas;listing.backyard;listing.fireplace;listing.gym;listing.floors;listing.mountainview;listing.sauna;listing.address.zone_Bairros;listing.address.zone_Ilha do Governador;listing.address.zone_Zona Central;listing.address.zone_Zona Norte;listing.address.zone_Zona Oeste;listing.address.zone_Zona Sul;listing.address.zone_normal;imvl_type_apartamentos;imvl_type_casas;imvl_type_casas-de-condominio;imvl_type_casas-de-vila;imvl_type_cobertura;imvl_type_flat;imvl_type_quitinetes;imvl_type_studio
0;0;0;0.5150282359878431;-0.7977830517194684;0.00856269113149847;-0.6838916695537263;2.8;0;0;0;0;1.0388774820416171;0.5466972038788469;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.6712290885309601;0;0;0;0.2730609306416049;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;1;0;0.5596560092486176;3.0684080163021132;0.005137614678899082;-0.46106001424502446;3.5;0;0;0;0;-0.3167208285234619;-0.41761155080532464;1;-0.01652545636674076;1;0;0;0;0;0;0;-0.44975594108230255;0;0;1;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;-0.4500473607764061;-2.2734284975292325;0.004525993883792049;-0.5406427482838465;1.0;0;0;0;0;-0.3167208285234619;0.5466972038788469;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.5288534937425374;0;0;0;-0.39541774014950715;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.10976058966300034;2.469717578287866;0.058226299694189604;-0.6202254823226686;3.0;0;1;0;0;-0.3167208285234619;-0.41761155080532464;1;-0.01652545636674076;1;0;1;1;0;1;1;-0.6079510464027722;0;0;1;-0.39541774014950715;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.17112377789656533;0.2562494095732202;0.056269113149847096;-1.0658887929400722;3.1;0;0;0;1;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-1.0508973413000873;0;0;0;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;-0.7791771885746183;-1.6410090207536192;0.0011009174311926607;-0.906723324862428;1.4;0;0;0;0;-0.3167208285234619;-0.0961752992439341;1;-0.01652545636674076;5;0;0;0;0;0;0;-0.8927022359796175;0;0;0;-0.39541774014950715;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.7791771885746183;-0.7977830517194684;0.030214067278287463;-1.0340556993245433;1.2;0;0;0;0;-0.3167208285234619;3.4396234679313613;1;-1.0557224240444794;1;0;0;0;0;0;0;-1.0192583202359933;0;0;0;-0.6182439637465444;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;-0.22133002281493666;0.045442917314682446;0.015412844036697248;-1.0340556993245433;2.5;0;0;0;1;-0.3167208285234619;-0.41761155080532464;1;-0.01652545636674076;1;0;1;1;0;0;0;-1.0192583202359933;0;0;1;-0.39541774014950715;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.3050070976788889;-0.5026539625575156;0.004403669724770643;-1.1932211674021875;2.2;0;0;0;0;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-1.1774534255564628;0;0;0;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;-0.34963487093966344;1.0573140801556635;0.10201834862385321;-0.8271405908236059;2.93;0;0;0;1;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.8136046833193827;0;0;0;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;1;0;-0.38868417254284116;0.045442917314682446;0.012966360856269113;-0.8748902312468992;2.55;0;0;0;0;-0.3167208285234619;-0.41761155080532464;1;-0.01652545636674076;1;0;0;0;0;0;1;-0.8610632149155236;0;0;0;-0.39541774014950715;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.11533906132059715;-0.8441604800163467;0.019571865443425075;-0.6998082163614907;1.3;0;0;0;0;-0.3167208285234619;1.189569707001628;1;-0.01652545636674076;1;0;0;0;0;1;0;-0.687048599063007;0;0;0;-0.39541774014950715;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
1;1;0;-0.07071128805982263;-0.5405991311640524;0.023975535168195717;-0.9544729652857212;2.5;0;0;0;0;3.4111745255305057;-0.0961752992439341;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.9401607675757585;0;0;0;0.05023470704456755;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;0;0;-0.2659577960757112;0.15506229328912205;0.10201834862385321;-0.8748902312468992;3.5;0;0;0;1;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.8610632149155236;0;0;0;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;1;0;-0.34963487093966344;-0.376170067202393;0.038409785932721714;-0.8748902312468992;2.0;0;0;0;0;-0.3167208285234619;1.5110059585630184;1;-1.0557224240444794;6;0;0;0;0;0;0;-0.8610632149155236;0;0;0;0.7187133778356796;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;1;0;1.0617184584323311;-0.16536357494385528;0.08146788990825687;-0.906723324862428;3.0;0;0;0;0;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.8927022359796175;0;0;0;-0.39541774014950715;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;0;0;-0.49467513403718066;-0.2918474702989779;0.004648318042813455;-0.9863060589012501;1.7;0;0;0;0;-0.3167208285234619;-0.41761155080532464;1;-1.0557224240444794;1;0;0;0;0;0;0;-0.9717997886398524;0;0;0;-0.39541774014950715;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
0;1;0;-0.4054195875156316;0.2562494095732202;0.005871559633027523;-0.556559295091611;1.2;0;1;0;0;-0.3167208285234619;-0.41761155080532464;1;-0.01652545636674076;5;0;0;1;0;0;1;-0.5446730042745843;0;0;0;-0.39541774014950715;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
